id;pred;true;latency_ms;cpu_percent;mem_percent;accuracy_cumulative;timestamp;;;;Lat media;CPU % media;Mem % media
;normal;suspect;95,06988525;38,1;80,7;0,397260274;1758190301;;;;;;
;normal;normal;111,0730171;33,5;81,6;0,398907104;1758190302;;;;;;
;imminent failure;normal;134,9146366;41,2;81,5;0,397820163;1758190303;;;;;;
;suspect;rolling element failure;101,4511585;33,2;81,4;0,39673913;1758190304;;;;;;
;normal;suspect;96,01688385;44,1;81,4;0,395663957;1758190305;;;;;;
;normal;early;110,79669;25,1;81,4;0,394594595;1758190306;;;;;;
;stage 2 failure;early;114,1681671;33,6;81,4;0,393530997;1758190307;;;;;;
;early;normal;122,2069263;35,6;81,5;0,392473118;1758190308;;;;;;
;normal;normal;98,81782532;48,5;82;0,394101877;1758190309;;;;;;
;suspect;normal;127,727747;26,3;82;0,393048128;1758190310;;;;;;
;early;normal;103,454113;34,6;82,5;0,392;1758190311;;;;;;
;early;suspect;134,6669197;35,6;82,2;0,390957447;1758190312;;;;;;
;early;early;111,8888855;33,5;82,4;0,392572944;1758190313;;;;;;
;early;early;124,1030693;32;82,1;0,394179894;1758190314;;;;;;
;early;early;107,9308987;34,3;82;0,395778364;1758190315;;;;;;
;early;early;126,5552044;39,5;82,3;0,397368421;1758190316;;;;;;
;early;suspect;119,8019981;33,3;82;0,396325459;1758190317;;;;;;
;normal;early;122,2112179;35,4;82,2;0,395287958;1758190318;;;;;;
;early;early;120,8531857;35,1;82,1;0,396866841;1758190319;;;;;;
;early;normal;96,28605843;48,5;80,4;0,395833333;1758190320;;;;;;
;normal;suspect;101,0558605;31,3;80,6;0,394805195;1758190321;;;;;;
;normal;early;115,5028343;33,5;79,9;0,393782383;1758190322;;;;;;
;stage 2 failure;early;125,5948544;34,3;80;0,392764858;1758190323;;;;;;
;early;normal;127,0296574;27,1;80,1;0,391752577;1758190324;;;;;;
;normal;normal;100,3272533;24,9;79,9;0,393316195;1758190325;;;;;;
;normal;normal;130,9151649;26,4;80,3;0,394871795;1758190326;;;;;;
;suspect;normal;137,5520229;35,8;80,3;0,393861893;1758190327;;;;;;
;early;normal;112,9641533;31;80,1;0,392857143;1758190328;;;;;;
;normal;suspect;127,0341873;30,8;80,1;0,391857506;1758190329;;;;;;
;normal;normal;94,04802322;32,9;80;0,393401015;1758190330;;;;;;
;imminent failure;normal;144,2611217;37,7;80,2;0,392405063;1758190331;;;;;;
;inner race failure;rolling element failure;111,6533279;36,3;80,2;0,391414141;1758190332;;;;;;
;normal;normal;104,4328213;32,8;80,3;0,392947103;1758190333;;;;;;
;normal;normal;119,7519302;32,9;80,5;0,394472362;1758190334;;;;;;
;stage 2 failure;normal;129,3952465;45,5;80,9;0,393483709;1758190335;;;;;;
;early;suspect;104,0430069;31,7;80,6;0,3925;1758190336;;;;;;
;normal;suspect;96,55690193;25,9;80,5;0,391521197;1758190337;;;;;;
;normal;normal;134,5951557;31,1;80,9;0,393034826;1758190338;;;;;;
;stage 2 failure;normal;95,10803223;25,5;79,9;0,392059553;1758190339;;;;;;
;early;normal;91,9611454;25,8;80;0,391089109;1758190340;;;;;;
;normal;suspect;99,62582588;29,5;80,2;0,390123457;1758190341;;;;;;
;normal;early;114,7360802;35,8;80,5;0,389162562;1758190342;;;;;;
;imminent failure;early;127,177;31,1;80,7;0,388206388;1758190343;;;;;;
;early;normal;123,1780052;35,7;80,6;0,387254902;1758190345;;;;;;
;normal;normal;115,7269478;39,8;80,6;0,388753056;1758190346;;;;;;
;normal;normal;120,27812;33,9;80,6;0,390243902;1758190347;;;;;;
;early;normal;98,1092453;38,1;80,5;0,389294404;1758190348;;;;;;
;early;suspect;141,1428452;30,8;80,6;0,388349515;1758190349;;;;;;
;normal;suspect;141,7999268;37,4;80,7;0,387409201;1758190350;;;;;;
;normal;normal;118,7829971;53,2;81,6;0,388888889;1758190351;;;;;;
;imminent failure;normal;114,3839359;34,1;81,2;0,387951807;1758190352;;;;;;
;early;rolling element failure;101,4652252;31,1;81,1;0,387019231;1758190353;;;;;;
;normal;suspect;132,2488785;40,9;81,1;0,386091127;1758190354;;;;;;
;normal;early;165,8287048;33,6;80,8;0,385167464;1758190355;;;;;;
;stage 2 failure;early;118,6628342;33,3;80,8;0,38424821;1758190356;;;;;;
;early;normal;124,0398884;31,9;81,3;0,383333333;1758190357;;;;;;
;early;early;121,1700439;31,7;80,9;0,3847981;1758190358;;;;;;
;early;early;140,7790184;32,4;81,4;0,386255924;1758190359;;;;;;
;early;early;130,5167675;32,5;81,3;0,387706856;1758190360;;;;;;
;early;early;132,874012;40,9;81,1;0,389150943;1758190361;;;;;;
;normal;normal;91,90678596;38,3;80,8;0,390588235;1758190362;;;;;;
;normal;normal;123,2459545;36,9;81;0,392018779;1758190363;;;;;;
;early;normal;137,5281811;34,4;80,7;0,391100703;1758190364;;;;;;
;early;suspect;122,1351624;40,1;80,7;0,390186916;1758190365;;;;;;
;normal;suspect;103,1877995;36,5;80,8;0,389277389;1758190366;;;;;;
;normal;normal;98,88291359;28,4;80,7;0,390697674;1758190367;;;;;;
;imminent failure;normal;99,31397438;31,9;80,7;0,389791183;1758190368;;;;;;
;stage 2 failure;rolling element failure;129,7101974;25,2;80,6;0,388888889;1758190369;;;;;;
;normal;normal;116,9652939;25,6;80,6;0,390300231;1758190370;;;;;;
;normal;normal;124,9978542;31,4;80,8;0,391705069;1758190371;;;;;;
;imminent failure;normal;107,6049805;35,3;80,9;0,390804598;1758190372;;;;;;
;early;normal;120,9819317;32,2;80,9;0,389908257;1758190373;;;;;;
;normal;suspect;114,6800518;31,5;80,9;0,389016018;1758190374;;;;;;
;normal;early;131,2708855;34;81,2;0,388127854;1758190375;;;;;;
;early;early;134,7458363;35,2;81;0,38952164;1758190376;;;;;;
;early;early;131,0079098;37,4;80,9;0,390909091;1758190377;;;;;;
;normal;normal;108,5000038;34,2;81,2;0,392290249;1758190378;;;;;;
;normal;normal;120,5351353;32,2;81,2;0,393665158;1758190379;;;;;;
;suspect;normal;113,724947;52,9;81;0,392776524;1758190380;;;;;;
;early;normal;107,2149277;44,4;81;0,391891892;1758190381;;;;;;
;normal;suspect;103,9218903;37;80,9;0,391011236;1758190382;;;;;;
;normal;normal;104,3801308;39,6;81,4;0,392376682;1758190383;;;;;;
;stage 2 failure;suspect;129,0841103;33,7;81;0,391498881;1758190384;;;;;;
;stage 2 failure;stage 2 failure;116,1799431;31,5;80,9;0,392857143;1758190385;;;;;;
;normal;suspect;121,6249466;33,8;81;0,391982183;1758190386;;;;;;
;normal;normal;143,7339783;30,8;80,9;0,393333333;1758190388;;;;;;
;early;normal;135,4007721;32,1;80,9;0,392461197;1758190389;;;;;;
;early;normal;147,9380131;32,1;80;0,39159292;1758190390;;;;;;
;normal;normal;112,9770279;40,4;79,6;0,392935982;1758190391;;;;;;
;normal;normal;97,65291214;76,1;79,4;0,394273128;1758190392;;;;;;
;imminent failure;normal;101,1638641;40,9;79,3;0,393406593;1758190393;;;;;;
;early;rolling element failure;121,9830513;33,6;79,3;0,39254386;1758190394;;;;;;
;normal;suspect;145,1938152;32,1;79,3;0,391684902;1758190395;;;;;;
;normal;normal;111,0010147;46,9;80,1;0,3930131;1758190396;;;;;;
;stage 2 failure;suspect;127,9380322;48,8;79,6;0,392156863;1758190397;;;;;;
;stage 2 failure;rolling element failure;125,3581047;36,4;79,8;0,391304348;1758190398;;;;;;
;normal;normal;104,4821739;35,1;79,8;0,392624729;1758190399;;;;;;
;normal;normal;133,0499649;31;79,7;0,393939394;1758190400;;;;;;
;early;normal;118,0291176;35;79,7;0,393088553;1758190401;;;;;;
;early;suspect;143,4519291;33,9;79,6;0,392241379;1758190402;;;;;;
;early;early;142,2970295;31;79,6;0,393548387;1758190403;;;;;;
;early;early;129,8310757;28,7;79,6;0,394849785;1758190404;;;;;;
;early;early;128,6683083;32,6;79,5;0,39614561;1758190405;;;;;;
;early;early;119,4870472;38,4;79,6;0,397435897;1758190406;;;;;;
;early;early;123,1269836;35,7;79,7;0,398720682;1758190407;;;;;;
;early;early;117,1200275;35,4;80,1;0,4;1758190408;;;;;;
;early;early;120,4879284;30,8;80,1;0,401273885;1758190409;;;;;;
;early;early;129,6479702;31,9;79,9;0,402542373;1758190410;;;;;;
;normal;suspect;101,3338566;41,5;80,3;0,401691332;1758190411;;;;;;
;normal;normal;127,3348331;57;79,9;0,402953586;1758190412;;;;;;
;suspect;normal;98,07419777;40,1;80,2;0,402105263;1758190413;;;;;;
;early;normal;115,5221462;35,3;80,1;0,401260504;1758190414;;;;;;
;normal;suspect;118,4399128;29,3;80;0,400419287;1758190415;;;;;;
;normal;suspect;116,8270111;33,1;80,3;0,39958159;1758190416;;;;;;
;stage 2 failure;suspect;113,6782169;33,9;80,2;0,39874739;1758190417;;;;;;
;imminent failure;stage 2 failure;117,1221733;32,5;79,8;0,397916667;1758190418;;;;;;
;normal;suspect;117,046833;31,4;79,8;0,397089397;1758190419;;;;;;
;normal;suspect;100,6360054;33,3;79,7;0,39626556;1758190420;;;;;;
;imminent failure;suspect;120,0621128;40,7;79,8;0,395445135;1758190421;;;;;;
;imminent failure;stage 2 failure;118,6339855;36,3;76;0,394628099;1758190422;;;;;;
;early;suspect;135,5729103;35,6;72,4;0,393814433;1758190423;;;;;;
;normal;early;115,6351566;30,7;72,4;0,393004115;1758190424;;;;;;
;early;early;119,8997498;32,5;72,4;0,394250513;1758190425;;;;;;
;early;normal;101,9227505;45,8;73,6;0,393442623;1758190426;;;;;;
;normal;suspect;110,3129387;34,8;75,1;0,392638037;1758190427;;;;;;
;normal;normal;94,7508812;36;76,4;0,393877551;1758190428;;;;;;
;stage 2 failure;normal;114,3391132;28,1;77,9;0,393075356;1758190429;;;;;;
;stage 2 failure;rolling element failure;93,71113777;30,6;79,3;0,392276423;1758190430;;;;;;
;normal;normal;119,0168858;32,2;79,8;0,393509128;1758190431;;;;;;
;normal;normal;93,48607063;32,9;79,7;0,394736842;1758190432;;;;;;
;early;normal;119,4119453;29,8;79,8;0,393939394;1758190433;;;;;;
;early;suspect;141,1931515;32,6;79,6;0,393145161;1758190434;;;;;;
;normal;suspect;127,8870106;36,8;79,5;0,392354125;1758190435;;;;;;
;normal;normal;121,8278408;32,6;80,1;0,393574297;1758190437;;;;;;
;early;normal;112,9457951;37;80,1;0,392785571;1758190438;;;;;;
;early;normal;127,1212101;31,9;79,8;0,392;1758190439;;;;;;
;normal;normal;143,3370113;31,6;79,8;0,393213573;1758190440;;;;;;
;normal;normal;125,483036;47,1;80,3;0,394422311;1758190441;;;;;;
;suspect;normal;90,49725533;49,5;79,9;0,393638171;1758190442;;;;;;
;early;normal;104,0911674;40,4;80,1;0,392857143;1758190443;;;;;;
;normal;suspect;117,1393394;35,7;80,2;0,392079208;1758190444;;;;;;
;normal;early;112,9631996;32,2;80,1;0,391304348;1758190445;;;;;;
;early;early;109,9181175;31,2;80,1;0,392504931;1758190446;;;;;;
;early;early;114,164114;33,2;79,9;0,393700787;1758190447;;;;;;
;early;early;131,1149597;31,8;79,8;0,394891945;1758190448;;;;;;
;early;early;136,854887;31,5;79,7;0,396078431;1758190449;;;;;;
;early;early;139,7922039;29,7;79,7;0,397260274;1758190450;;;;;;
;early;early;128,6671162;40,4;79,8;0,3984375;1758190451;;;;;;
;normal;normal;112,9469872;34,9;79,7;0,399610136;1758190452;;;;;;
;normal;normal;121,8929291;37,1;79,7;0,40077821;1758190453;;;;;;
;imminent failure;normal;142,4357891;32,8;79,6;0,4;1758190454;;;;;;
;early;suspect;135,488987;45,4;79,6;0,399224806;1758190455;;;;;;
;normal;suspect;112,0288372;59,5;79,8;0,398452611;1758190456;;;;;;
;normal;normal;97,60904312;43,1;79,8;0,3996139;1758190457;;;;;;
;early;normal;122,6837635;34,3;79,6;0,398843931;1758190458;;;;;;
;early;rolling element failure;136,5959644;28,1;79,6;0,398076923;1758190459;;;;;;
;normal;normal;140,6731606;33,1;79,7;0,399232246;1758190460;;;;;;
;normal;normal;132,5778961;32,7;79,9;0,400383142;1758190461;;;;;;
;early;normal;136,2178326;32,8;79,8;0,399617591;1758190462;;;;;;
;early;normal;132,2031021;32,9;79,8;0,398854962;1758190463;;;;;;
;normal;normal;109,6999645;32;79,7;0,4;1758190464;;;;;;
;normal;normal;118,350029;35,7;79,7;0,401140684;1758190465;;;;;;
;early;normal;146,2287903;36,4;79,8;0,400379507;1758190466;;;;;;
;early;suspect;113,8861179;38,4;80,3;0,399621212;1758190467;;;;;;
;normal;suspect;122,2269535;33,2;80,2;0,398865784;1758190468;;;;;;
;normal;early;104,3519974;33,9;80,1;0,398113208;1758190469;;;;;;
;stage 2 failure;early;107,7430248;34;80;0,397363465;1758190470;;;;;;
;early;normal;117,4798012;51,3;80,4;0,396616541;1758190471;;;;;;
;normal;suspect;111,0570431;50,8;80;0,39587242;1758190472;;;;;;
;normal;normal;135,3061199;41,7;80,3;0,397003745;1758190473;;;;;;
;imminent failure;suspect;105,298996;32,1;80,2;0,396261682;1758190474;;;;;;
;imminent failure;stage 2 failure;123,2731342;32,1;79,8;0,395522388;1758190476;;;;;;
;normal;normal;132,879734;33;79,8;0,396648045;1758190477;;;;;;
;normal;normal;127,0329952;38,1;79,7;0,397769517;1758190478;;;;;;
;early;normal;117,2311306;33,9;80,1;0,39703154;1758190479;;;;;;
;early;suspect;163,1121635;34,5;79,9;0,396296296;1758190480;;;;;;
;normal;suspect;125,2779961;41,9;79,8;0,395563771;1758190481;;;;;;
;normal;normal;115,9410477;37,7;80;0,396678967;1758190482;;;;;;
;imminent failure;suspect;139,2009258;37,8;80,2;0,395948435;1758190483;;;;;;
;imminent failure;rolling element failure;146,5559006;35,9;80,2;0,395220588;1758190484;;;;;;
;normal;normal;126,3210773;32,5;79,9;0,396330275;1758190485;;;;;;
;normal;normal;113,1248474;45,7;79,7;0,397435897;1758190486;;;;;;
;early;normal;93,10626984;44,4;79,9;0,396709324;1758190487;;;;;;
;normal;suspect;102,0689011;37,1;79,9;0,395985401;1758190488;;;;;;
;early;early;123,3420372;32;79,8;0,39708561;1758190489;;;;;;
;early;early;98,11210632;31,9;79,8;0,398181818;1758190490;;;;;;
;early;early;135,2357864;35,4;79,9;0,399274047;1758190491;;;;;;
;early;early;122,0319271;37,5;79,9;0,400362319;1758190492;;;;;;
;imminent failure;imminent failure;127,4271011;38,3;79,9;0,401446655;1758190493;;;;;;
;imminent failure;imminent failure;109,1327667;31,5;80;0,402527076;1758190494;;;;;;
;stage 2 failure;inner race failure;107,4769497;37,1;80;0,401801802;1758190495;;;;;;
;imminent failure;stage 2 failure;122,2960949;38,4;80,4;0,401079137;1758190496;;;;;;
;early;early;100,8071899;36,8;80,1;0,402154399;1758190497;;;;;;
;early;early;133,3167553;33,6;80,2;0,403225806;1758190498;;;;;;
;early;early;139,9130821;41,9;80,2;0,404293381;1758190499;;;;;;
;early;early;128,841877;37,5;80,2;0,405357143;1758190500;;;;;;
;normal;suspect;106,9140434;48,3;80,4;0,404634581;1758190501;;;;;;
;normal;suspect;112,5290394;38,4;80;0,403914591;1758190502;;;;;;
;rolling element failure;suspect;108,6030006;30,9;80,4;0,403197158;1758190503;;;;;;
;imminent failure;stage 2 failure;126,4288425;25,5;80,4;0,40248227;1758190504;;;;;;
;normal;normal;100,6951332;25;80;0,403539823;1758190505;;;;;;
;normal;normal;110,0299358;25,8;80;0,40459364;1758190506;;;;;;
;early;normal;98,13308716;24,8;79,9;0,403880071;1758190507;;;;;;
;early;rolling element failure;117,0449257;28,9;80,2;0,403169014;1758190508;;;;;;
;normal;suspect;150,7205963;35,7;80,2;0,402460457;1758190509;;;;;;
;normal;normal;114,5453453;39,9;80,2;0,403508772;1758190510;;;;;;
;imminent failure;suspect;146,8918324;35,9;80,5;0,402802102;1758190511;;;;;;
;imminent failure;stage 2 failure;119,2209721;36,6;80,3;0,402097902;1758190512;;;;;;
;normal;normal;134,9141598;53,8;80,7;0,403141361;1758190513;;;;;;
;normal;normal;168,1659222;25,5;80,3;0,404181185;1758190514;;;;;;
;early;normal;128,139019;28,5;80,2;0,403478261;1758190515;;;;;;
;early;normal;98,52600098;32,8;80,2;0,402777778;1758190516;;;;;;
;normal;suspect;125,9841919;27,8;80,2;0,402079723;1758190517;;;;;;
;normal;normal;96,34995461;52,1;80,8;0,403114187;1758190518;;;;;;
;imminent failure;suspect;127,6950836;30,2;80,6;0,402417962;1758190519;;;;;;
;stage 2 failure;rolling element failure;106,304884;25,8;80,3;0,401724138;1758190520;;;;;;
;normal;normal;100,5179882;25;80,4;0,402753873;1758190521;;;;;;
;normal;normal;123,4238148;25,4;80,3;0,403780069;1758190522;;;;;;
;imminent failure;normal;111,1698151;24,8;80,7;0,403087479;1758190523;;;;;;
;early;suspect;127,0442009;24,7;80,2;0,40239726;1758190525;;;;;;
;normal;suspect;116,7998314;46,7;80,5;0,401709402;1758190526;;;;;;
;early;early;120,0900078;38,2;80,8;0,402730375;1758190527;;;;;;
;early;early;115,0033474;42,8;80,7;0,403747871;1758190528;;;;;;
;early;early;120,5000877;31,2;80,7;0,404761905;1758190529;;;;;;
;normal;normal;107,323885;31,3;80,7;0,405772496;1758190530;;;;;;
;normal;normal;115,858078;30,6;80,6;0,406779661;1758190531;;;;;;
;suspect;normal;104,788065;34,9;80,7;0,406091371;1758190532;;;;;;
;early;normal;129,2192936;34,5;80,7;0,405405405;1758190533;;;;;;
;normal;suspect;126,5411377;50,2;80,8;0,404721754;1758190534;;;;;;
;normal;normal;98,07515144;50,1;80,6;0,405723906;1758190535;;;;;;
;early;normal;115,4887676;32,8;80,7;0,405042017;1758190536;;;;;;
;early;normal;138,7388706;41,6;80,7;0,404362416;1758190537;;;;;;
;normal;normal;145,5779076;30,7;80,8;0,405360134;1758190538;;;;;;
;normal;normal;112,7202511;32,4;80,7;0,406354515;1758190539;;;;;;
;imminent failure;normal;138,3800507;31,6;79,5;0,405676127;1758190540;;;;;;
;normal;suspect;102,6420593;39,2;79,6;0,405;1758190541;;;;;;
;early;early;124,2692471;34,1;80,1;0,405990017;1758190542;;;;;;
;early;early;127,7830601;37,7;80,2;0,406976744;1758190543;;;;;;
;early;early;116,3096428;31,6;80,2;0,407960199;1758190544;;;;;;
;early;early;144,5028782;31,1;80,1;0,408940397;1758190545;;;;;;
;normal;normal;115,1852608;32,3;79,9;0,409917355;1758190546;;;;;;
;normal;normal;115,254879;37;79,9;0,410891089;1758190547;;;;;;
;imminent failure;normal;103,3432484;38,5;80;0,410214168;1758190548;;;;;;
;early;suspect;127,8038025;50;80;0,409539474;1758190549;;;;;;
;normal;normal;134,2430115;42,6;80;0,410509031;1758190550;;;;;;
;normal;normal;132,2078705;31,7;80,1;0,41147541;1758190551;;;;;;
;stage 2 failure;normal;145,1108456;31,5;79,9;0,410801964;1758190552;;;;;;
;early;suspect;126,6810894;31,3;80;0,410130719;1758190553;;;;;;
;normal;suspect;133,9309216;28,8;79,9;0,409461664;1758190554;;;;;;
;normal;normal;132,4279308;34,7;74,4;0,410423453;1758190555;;;;;;
;imminent failure;normal;127,546072;36,9;72,8;0,409756098;1758190556;;;;;;
;stage 2 failure;rolling element failure;132,2228909;36,2;73,3;0,409090909;1758190557;;;;;;
;normal;normal;150,0201225;51,8;74;0,410048622;1758190558;;;;;;
;normal;normal;145,0939178;41,5;74,7;0,411003236;1758190559;;;;;;
;imminent failure;normal;120,5351353;27,5;75;0,410339257;1758190560;;;;;;
;early;normal;129,9948692;34,3;76;0,409677419;1758190561;;;;;;
;early;early;119,8797226;30;76,3;0,410628019;1758190562;;;;;;
;early;early;127,5570393;58,5;77,1;0,411575563;1758190563;;;;;;
;early;early;97,05901146;46,4;79,1;0,412520064;1758190564;;;;;;
;early;early;96,16303444;31,4;79,9;0,413461538;1758190565;;;;;;
;normal;normal;131,152153;30,6;80,1;0,4144;1758190566;;;;;;
;normal;normal;107,5980663;31;80;0,415335463;1758190567;;;;;;
;early;normal;107,0837975;45,8;80,1;0,414673046;1758190568;;;;;;
;early;suspect;115,0839329;37,5;80,5;0,414012739;1758190569;;;;;;
;normal;normal;94,41113472;43,2;80,6;0,414944356;1758190570;;;;;;
;normal;normal;104,3400764;44,3;80,7;0,415873016;1758190572;;;;;;
;early;normal;107,7177525;54,4;80,7;0,415213946;1758190573;;;;;;
;early;suspect;101,5710831;44,3;80,6;0,414556962;1758190574;;;;;;
;early;early;128,1869411;35,6;80,6;0,415481833;1758190575;;;;;;
;early;early;129,8179626;32,2;80,6;0,416403785;1758190576;;;;;;
;early;early;127,6881695;38,8;80,6;0,417322835;1758190577;;;;;;
;early;early;106,7230701;33,3;80,6;0,418238994;1758190578;;;;;;
;normal;suspect;107,5458527;38,9;80,6;0,417582418;1758190579;;;;;;
;normal;normal;107,3160172;34,2;80,6;0,418495298;1758190580;;;;;;
;imminent failure;normal;128,1998158;32,8;80,6;0,417840376;1758190581;;;;;;
;early;normal;133,7838173;34,9;80,6;0,4171875;1758190582;;;;;;
;normal;normal;109,3480587;33,8;80,5;0,418096724;1758190583;;;;;;
;normal;normal;131,5069199;33,1;80,5;0,419003115;1758190584;;;;;;
;early;normal;102,8430462;33,2;80,5;0,418351477;1758190585;;;;;;
;early;suspect;112,1411324;35,3;80,5;0,417701863;1758190586;;;;;;
;suspect;suspect;130,0218105;37,6;80,5;0,418604651;1758190587;;;;;;
;normal;early;100,0483036;40,4;80,5;0,417956656;1758190588;;;;;;
;early;early;123,2748032;33,3;80,5;0,41885626;1758190589;;;;;;
;early;normal;127,8181076;32,2;80,4;0,418209877;1758190590;;;;;;
;normal;suspect;127,9389858;33,9;80,5;0,417565485;1758190591;;;;;;
;normal;normal;91,21775627;37;80,5;0,418461538;1758190592;;;;;;
;imminent failure;suspect;109,1687679;35,8;80,5;0,41781874;1758190593;;;;;;
;imminent failure;stage 2 failure;135,3890896;37,1;80,5;0,417177914;1758190594;;;;;;
;normal;normal;114,1710281;33,8;80,5;0,418070444;1758190595;;;;;;
;normal;normal;110,4209423;31,9;80,4;0,418960245;1758190596;;;;;;
;imminent failure;normal;110,3470325;30,5;80,3;0,418320611;1758190597;;;;;;
;early;suspect;115,8509254;31;80,4;0,417682927;1758190598;;;;;;
;normal;suspect;115,9117222;31,4;79,7;0,417047184;1758190599;;;;;;
;normal;normal;106,3280106;31,1;79,7;0,417933131;1758190600;;;;;;
;stage 2 failure;suspect;121,6609478;35,3;79,9;0,417298938;1758190601;;;;;;
;stage 2 failure;rolling element failure;108,338356;34,1;79,9;0,416666667;1758190602;;;;;;
;normal;suspect;96,91309929;35,6;80;0,416036309;1758190603;;;;;;
;normal;normal;132,1489811;40,3;80;0,416918429;1758190604;;;;;;
;imminent failure;normal;108,669281;38,8;80,1;0,416289593;1758190605;;;;;;
;imminent failure;rolling element failure;96,06719017;34,2;80,2;0,415662651;1758190606;;;;;;
